CCI,Status,Published,contributor,Definition,Type,NIST800-53rev4,Control,NIST800-53rev3,Control,NIST800-53rev1,Control
CCI-003446,draft,11/7/2013,DISA FSO,"The organization administers, per organization-defined frequency, targeted, role-based privacy training for personnel having responsibility for personally identifiable information (PII) or for activities that involve PII.",policy,4,AR-5 b,,,,
CCI-003447,draft,11/7/2013,DISA FSO,"The organization defines the frequency, minimally annually, on which personnel certify acceptance of responsibilities for privacy requirements.",policy,4,AR-5 c,,,,
CCI-003448,draft,11/7/2013,DISA FSO,The organization ensures personnel certify (manually or electronically) acceptance of responsibilities for privacy requirements per organization-defined frequency.,policy,4,AR-5 c,,,,
CCI-003449,draft,11/7/2013,DISA FSO,"The organization develops reports for the Office of Management and Budget (OMB), Congress, and other oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory privacy program mandates.",policy,4,AR-6,,,,
CCI-003450,draft,11/7/2013,DISA FSO,"The organization disseminates reports to the Office of Management and Budget (OMB), Congress, and other oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory privacy program mandates.",policy,4,AR-6,,,,
CCI-003451,draft,11/7/2013,DISA FSO,"The organization updates reports for the Office of Management and Budget (OMB), Congress, and other oversight bodies, as appropriate, to demonstrate accountability with specific statutory and regulatory privacy program mandates.",policy,4,AR-6,,,,
CCI-003452,draft,11/7/2013,DISA FSO,The organization develops reports for senior management and other personnel with responsibility for monitoring privacy program progress and compliance.,policy,4,AR-6,,,,
CCI-003453,draft,11/7/2013,DISA FSO,The organization disseminates reports to senior management and other personnel with responsibility for monitoring privacy program progress and compliance.,policy,4,AR-6,,,,
CCI-003454,draft,11/7/2013,DISA FSO,The organization updates reports for senior management and other personnel with responsibility for monitoring privacy program progress and compliance.,policy,4,AR-6,,,,
CCI-003455,draft,11/7/2013,DISA FSO,The organization designs information systems to support privacy by automating privacy controls.,policy,4,AR-7,,,,
CCI-003456,draft,11/7/2013,DISA FSO,"The organization, as part of the accurate accounting of disclosures of Privacy Act information held in each system of records under its control, includes the date of each disclosure of a record.",policy,4,AR-8 a (1),,,,
CCI-003457,draft,11/7/2013,DISA FSO,"The organization, as part of the accurate accounting of disclosures of Privacy Act information held in each system of records under its control, includes the nature of each disclosure of a record.",policy,4,AR-8 a (1),,,,
CCI-003458,draft,11/7/2013,DISA FSO,"The organization, as part of the accurate accounting of disclosures of Privacy Act information held in each system of records under its control, includes the purpose of each disclosure of a record.",policy,4,AR-8 a (1),,,,
CCI-003459,draft,11/7/2013,DISA FSO,The organization keeps an accurate accounting of disclosures of Privacy Act information held in each system of records under its control.,policy,4,AR-8 a (1),,,,
CCI-003460,draft,11/7/2013,DISA FSO,"The organization, as part of the accurate accounting of disclosures of Privacy Act information held in each system of records under its control, includes the name and address of the person or agency to which the disclosure was made.",policy,4,AR-8 a (2),,,,
CCI-003461,draft,11/7/2013,DISA FSO,"The organization retains the accounting of disclosures for the life of the record or five years after the disclosure is made, whichever is longer.",policy,4,AR-8 b,,,,
CCI-003462,draft,11/7/2013,DISA FSO,The organization makes the accounting of disclosures available to the person named in the record upon request.,policy,4,AR-8 c,,,,
CCI-003463,draft,11/7/2013,DISA FSO,"The organization confirms to the greatest extent practicable upon collection or creation of personally identifiable information (PII), the accuracy of that information.",policy,4,DI-1 a,,,,
CCI-003464,draft,11/7/2013,DISA FSO,"The organization confirms to the greatest extent practicable upon collection or creation of personally identifiable information (PII), the relevancy of that information.",policy,4,DI-1 a,,,,
CCI-003465,draft,11/7/2013,DISA FSO,"The organization confirms to the greatest extent practicable upon collection or creation of personally identifiable information (PII), the timeliness of that information.",policy,4,DI-1 a,,,,
CCI-003466,draft,11/7/2013,DISA FSO,"The organization confirms to the greatest extent practicable upon collection or creation of personally identifiable information (PII), the completeness of that information.",policy,4,DI-1 a,,,,
CCI-003467,draft,11/7/2013,DISA FSO,The organization collects personally identifiable information (PII) directly from the individual to the greatest extent practicable.,policy,4,DI-1 b,,,,
CCI-003468,draft,11/7/2013,DISA FSO,"The organization defines the frequency on which it will check for, and correct as necessary, inaccurate or outdated personally identifiable information (PII) used by its programs or systems.",policy,4,DI-1 c,,,,
CCI-003469,draft,11/7/2013,DISA FSO,"The organization checks for, and corrects as necessary, any inaccurate or outdated personally identifiable information (PII) used by its programs or systems on an organization-defined frequency.",policy,4,DI-1 c,,,,
CCI-003470,draft,11/7/2013,DISA FSO,The organization issues guidelines ensuring the quality of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003471,draft,11/7/2013,DISA FSO,The organization issues guidelines ensuring the utility of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003472,draft,11/7/2013,DISA FSO,The organization issues guidelines ensuring the objectivity of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003473,draft,11/7/2013,DISA FSO,The organization issues guidelines ensuring the integrity of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003474,draft,11/7/2013,DISA FSO,The organization issues guidelines maximizing the quality of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003475,draft,11/7/2013,DISA FSO,The organization issues guidelines maximizing the utility of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003476,draft,11/7/2013,DISA FSO,The organization issues guidelines maximizing the objectivity of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003477,draft,11/7/2013,DISA FSO,The organization issues guidelines maximizing the integrity of disseminated Privacy Act information.,policy,4,DI-1 d,,,,
CCI-003478,draft,11/7/2013,DISA FSO,The organization requests the individual or individual's authorized representative validate personally identifiable information (PII) during the collection process.,policy,4,DI-1 (1),,,,
CCI-003479,draft,11/7/2013,DISA FSO,"The organization defines the frequency on which it will request the individual, or individual's authorized representative, revalidate that personally identifiable information (PII) collected is still accurate.",policy,4,DI-1 (2),,,,
CCI-003480,draft,11/7/2013,DISA FSO,"On an organization-defined frequency, the organization requests the individual, or individual's authorized representative, revalidate that personally identifiable information (PII) collected is still accurate.",policy,4,DI-1 (2),,,,
CCI-003481,draft,11/7/2013,DISA FSO,The organization documents processes to ensure the integrity of personally identifiable information (PII) through existing security controls.,policy,4,DI-2 a,,,,
CCI-003482,draft,11/7/2013,DISA FSO,"The organization, when appropriate, establishes a Data Integrity Board.",policy,4,DI-2 b,,,,
CCI-003483,draft,11/7/2013,DISA FSO,The organization's Data Integrity Board oversees the organizational Computer Matching Agreements.,policy,4,DI-2 b,,,,
CCI-003484,draft,11/7/2013,DISA FSO,The organization's Data Integrity Board ensures the Computer Matching Agreements comply with the computer matching provisions of the Privacy Act.,policy,4,DI-2 b,,,,
CCI-003485,draft,11/7/2013,DISA FSO,The organization publishes Computer Matching Agreements on its public website.,policy,4,DI-2 (1),,,,
CCI-003271,draft,10/3/2013,DISA FSO,The organization defines the acceptance criteria that must be met when vulnerability analysis of the information system is performed by the developer.,policy,4,SA-15 (4) (c),,,,
CCI-003272,draft,10/3/2013,DISA FSO,"The organization requires the developer of the information system, system component, or information system service to reduce attack surfaces to organization-defined thresholds.",policy,4,SA-15 (5),,,,
